owner,id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Treshank,7h2yhVxcZOGyQdOwD4Hu8,I Want To Break Free - Remastered 2011,Queen,0.795,0.433,4.0,-8.927,1.0,0.0324,0.0853,0.00028399999999999996,0.0762,0.6,108.947,258013.0,4.0
Treshank,7ccI9cStQbQdystvc6Tvx,We Are The Champions - Remastered 2011,Queen,0.268,0.45899999999999996,7.0,-6.9479999999999995,0.0,0.0346,0.37799999999999995,0.0,0.11900000000000001,0.172,64.223,179200.0,4.0
Tushar,3bnVBN67NBEzedqQuWrpP,Tear in My Heart,Twenty One Pilots,0.655,0.632,2.0,-4.802,1.0,0.0489,0.0189,0.0,0.0722,0.447,120.113,188493.0,4.0
Tushar,1KGzuR5mFeX4HqpnbWSFq,Chlorine,Twenty One Pilots,0.609,0.674,10.0,-7.388,0.0,0.0548,0.0735,0.06,0.345,0.315,90.009,324467.0,4.0
Tushar,1rqqCSm0Qe4I9rUvWncao,High Hopes,Panic! At The Disco,0.579,0.904,5.0,-2.7289999999999996,1.0,0.0618,0.193,0.0,0.064,0.6809999999999999,82.014,190947.0,4.0
Tushar,60a0Rd6pjrkxjPbaKzXjf,In the End,Linkin Park,0.556,0.8640000000000001,3.0,-5.87,0.0,0.0584,0.00958,0.0,0.209,0.4,105.14299999999999,216880.0,4.0
Tushar,2P61EK6DMGyVyssLWS4fK,Lane Boy,Twenty One Pilots,0.616,0.8109999999999999,7.0,-4.803999999999999,1.0,0.0626,0.0573,1.57e-05,0.0566,0.9129999999999999,159.929,253093.0,4.0
Tushar,1s9xuJxhYM0LdVqksjegc,Fairly Local,Twenty One Pilots,0.715,0.723,6.0,-5.992999999999999,0.0,0.0569,0.0396,8.57e-05,0.084,0.479,114.985,207160.0,4.0
Tushar,40sRwFjfrRnaTdYPJIg4C,Hometown,Twenty One Pilots,0.6829999999999999,0.753,2.0,-5.564,0.0,0.0317,0.0577,0.0020800000000000003,0.35700000000000004,0.389,120.03,234947.0,4.0
Tushar,4Oyl6oYSNeeZZP0OAxPVa,Message Man,Twenty One Pilots,0.715,0.838,2.0,-6.077000000000001,0.0,0.11800000000000001,0.0897,0.0,0.15,0.49700000000000005,120.007,240080.0,4.0
Tushar,7GDDxCiTyiQuC1kig8AqF,Next Year - RAC Remix,Two Door Cinema Club,0.731,0.73,7.0,-6.728,1.0,0.0489,0.28,0.0,0.08800000000000001,0.397,123.051,286093.0,4.0
Tushar,3CRDbSIZ4r5MsZ0YwxuEk,Stressed Out,Twenty One Pilots,0.7340000000000001,0.637,4.0,-5.6770000000000005,0.0,0.141,0.0462,2.2899999999999998e-05,0.0602,0.648,169.977,202333.0,4.0
Tushar,5L79aNYCTKiZq7vaOElXY,"Gone, Gone, Gone",Phillip Phillips,0.664,0.642,6.0,-5.961,1.0,0.038,0.129,0.0,0.114,0.501,118.00200000000001,209693.0,4.0
Tushar,6t6oULCRS6hnI7rm0h5gw,Some Nights,fun.,0.672,0.738,0.0,-7.045,1.0,0.0506,0.0178,6.75e-05,0.0927,0.392,107.93799999999999,277040.0,4.0
Tushar,70mHIUa4beJjFpBNyHYwT,Taste The Feeling (Avicii Vs. Conrad Sewell),Avicii,0.633,0.79,6.0,-4.529,1.0,0.0539,0.0335,0.0,0.0626,0.5579999999999999,89.93299999999999,191066.0,4.0
Tushar,0Zbbxnx4SGGHoIow4PpIS,Stargazing,Kygo,0.677,0.49700000000000005,5.0,-5.763,1.0,0.0809,0.152,0.0,0.0911,0.419,99.137,236853.0,4.0
Tushar,1LrrehEWmldzxiqqRIuik,Fade,Egyptian,0.584,0.6679999999999999,11.0,-7.885,1.0,0.031,0.0035399999999999997,2.9999999999999997e-05,0.11,0.214,89.964,182667.0,4.0
Tushar,0e7ipj03S05BNilyu5bRz,rockstar (feat. 21 Savage),Post Malone,0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,7.01e-05,0.131,0.129,159.80100000000002,218147.0,4.0
Tushar,05sCp83gcMm1iecYydKJS,Let's Hurt Tonight,OneRepublic,0.359,0.713,5.0,-4.526,1.0,0.0366,0.33,0.0,0.324,0.272,61.519,194520.0,4.0
Tushar,6dVa7xk5dOoT6pOkDw1TM,Brother,Kodaline,0.493,0.636,10.0,-5.894,1.0,0.049,0.341,0.0,0.201,0.228,120.13600000000001,201980.0,4.0
Tushar,6ZahaGPhyiXTi1pLEtGM6,Sweet Little Lies,bülow,0.648,0.727,0.0,-3.7910000000000004,1.0,0.142,0.22899999999999998,0.0,0.17,0.6890000000000001,160.024,175067.0,4.0
Tushar,1snWlbcbgQpJfknoI30DW,Darkside,Alan Walker,0.425,0.642,4.0,-5.06,0.0,0.0502,0.16399999999999998,0.0,0.11800000000000001,0.11199999999999999,170.00799999999998,211867.0,4.0
Tushar,6Sq3AiBZZEfiF21x6ESrI,Good Time - R3HAB Remix,Ocean Park Standoff,0.507,0.813,0.0,-5.7,0.0,0.0494,0.009179999999999999,0.0,0.259,0.501,145.195,186207.0,4.0
Tushar,53CJANUxooaqGOtdsBTh7,Old Town Road,Lil Nas X,0.9079999999999999,0.517,1.0,-6.063,1.0,0.129,0.0361,1.73e-06,0.0949,0.47100000000000003,136.019,113013.0,4.0
Tushar,5Y1gZ4zoQBwmzu1KXXlTB,A Capella,Chase Goehring,0.636,0.6809999999999999,6.0,-6.3389999999999995,0.0,0.084,0.16399999999999998,1.18e-06,0.16699999999999998,0.308,121.93299999999999,303263.0,4.0
Tushar,76t5B0ttSAje5KHmQbv88,Treat You Better,Shawn Mendes,0.6829999999999999,0.797,10.0,-4.085,0.0,0.24600000000000002,0.107,0.0,0.114,0.758,82.916,187973.0,4.0
Tushar,16pwlVsypm4aDKMhXdOuX,Animals,Maroon 5,0.27899999999999997,0.742,4.0,-6.46,0.0,0.0898,0.000185,0.0,0.593,0.32799999999999996,189.868,231013.0,4.0
Tushar,1dNIEtp7AY3oDAKCGg2Xk,Something Just Like This,The Chainsmokers,0.607,0.649,11.0,-6.695,0.0,0.0362,0.0306,2.46e-05,0.174,0.505,102.99600000000001,247627.0,4.0
Tushar,0OlnLZY4cmQzT6ZGttvWB,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,0.526,0.52,6.0,-7.985,0.0,0.0569,0.435,0.0,0.19699999999999998,0.13,149.119,183637.0,4.0
Tushar,2jTidefcsTu6VQhpIImJr,All I Want,Kodaline,0.209,0.41200000000000003,0.0,-9.732999999999999,1.0,0.0443,0.172,0.15,0.0843,0.162,86.26,305747.0,3.0
Tushar,5p7ujcrUXASCNwRaWNHR1,Without Me,Halsey,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.5329999999999999,136.041,201661.0,4.0
Tushar,7MXVkk9YMctZqd1Srtv4M,Starboy,The Weeknd,0.679,0.5870000000000001,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.13699999999999998,0.486,186.003,230453.0,4.0
Tushar,7K5kHLi614BVTBjSVfZeA,Give Me Love,Ed Sheeran,0.363,0.326,1.0,-9.877,1.0,0.0637,0.696,0.0,0.11,0.114,172.202,526387.0,3.0
Tushar,4YutJsNwBBInE8vemufpQ,"Girl Crush - Recorded at Metropolis Studios, London",Harry Styles,0.46799999999999997,0.19699999999999998,4.0,-11.727,1.0,0.033,0.6579999999999999,0.0,0.109,0.249,144.21200000000002,243805.0,3.0
Tushar,0OfWWLuvOlSUypuhLgWtX,Sail Away Sweet Sister - Remastered 2011,Queen,0.512,0.5,9.0,-6.937,1.0,0.0282,0.828,0.0,0.0907,0.196,80.075,213427.0,4.0
Tushar,3ebXMykcMXOcLeJ9xZ17X,Scared to Be Lonely,Martin Garrix,0.584,0.54,1.0,-7.7860000000000005,0.0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883.0,4.0
Tushar,0ct6r3EGTcMLPtrXHDvVj,The Nights,Avicii,0.527,0.835,6.0,-5.297999999999999,1.0,0.0433,0.0166,0.0,0.249,0.654,125.98299999999999,176658.0,4.0
Tushar,4RXpgGM7A4Hg7cFBoH5Ky,Hey Brother,Avicii,0.545,0.78,7.0,-4.867,0.0,0.0436,0.0309,4.6399999999999996e-05,0.0828,0.45799999999999996,125.014,255093.0,4.0
Tushar,7BqBn9nzAq8spo5e7cZ0d,Just the Way You Are,Bruno Mars,0.637,0.843,5.0,-5.412999999999999,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733.0,4.0
Tushar,1ahVFh0ViDZr8LvkEVlq3,No Sleep (feat. Bonn),Martin Garrix,0.44,0.635,11.0,-6.385,1.0,0.0326,0.129,0.0,0.121,0.327,128.13299999999998,207095.0,4.0
Tushar,3KkXRkHbMCARz0aVfEt68,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.9129999999999999,89.911,158040.0,4.0
Tushar,6h5PAsRni4IRlxWr6uDPT,More Than You Know,Axwell /\ Ingrosso,0.6459999999999999,0.741,5.0,-4.973,0.0,0.034,0.0275,0.0,0.312,0.5710000000000001,123.07700000000001,203000.0,4.0
Tushar,4pBykn8eWxl3O9JvIHZXj,United,Armin van Buuren,0.643,0.9570000000000001,1.0,-5.026,1.0,0.0892,0.0565,0.841,0.0763,0.281,138.07299999999998,217391.0,4.0
Tushar,5yVIlYEHZxQVLyInCdldo,Impossible,James Arthur,0.376,0.696,0.0,-4.785,0.0,0.0949,0.141,0.0,0.11,0.303,169.515,209440.0,4.0
Tushar,2K87XMYnUMqLcX3zvtAF4,Drag Me Down,One Direction,0.73,0.703,0.0,-5.672000000000001,0.0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120.0,4.0
Tushar,1o4XQ7tYJrDxgEpJufbOI,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,0.595,0.736,8.0,-3.115,1.0,0.0406,0.11599999999999999,0.0,0.0931,0.506,127.956,217347.0,4.0
Tushar,4ut5G4rgB1ClpMTMfjoIu,High On Life (feat. Bonn),Martin Garrix,0.414,0.486,6.0,-6.431,0.0,0.0311,0.0129,0.0,0.111,0.368,128.03799999999998,230762.0,4.0
Tushar,4n7jnSxVLd8QioibtTDBD,On My Way,Alan Walker,0.509,0.6890000000000001,1.0,-4.928999999999999,0.0,0.102,0.0209,0.0,0.301,0.297,170.08700000000002,193798.0,4.0
Tushar,4VL2XUsn5dHQYdf5nPHGd,Best Song Ever,One Direction,0.654,0.877,1.0,-2.988,1.0,0.045,0.025,0.0,0.0699,0.561,118.499,202440.0,4.0
Tushar,7cFFhb9Wz2ZXLSpEk2VDK,Way Up,Jaden,0.585,0.941,10.0,-3.278,0.0,0.145,0.03,8.41e-06,0.196,0.45,130.024,153773.0,4.0
Tushar,1ny5puGJQ4r7sMvazXCls,Kids,OneRepublic,0.598,0.737,2.0,-6.169,1.0,0.0406,0.0159,0.0,0.284,0.2,99.991,238387.0,4.0
Tushar,37sINbJZcFdHFAsVNsPq1,Superheroes,The Script,0.491,0.885,3.0,-4.121,1.0,0.0395,0.0021899999999999997,0.0,0.0741,0.6409999999999999,166.99200000000002,245467.0,4.0
Tushar,41Ypl7Pzkod2H0VlcZH5D,Me And My Broken Heart,Rixton,0.544,0.768,5.0,-4.655,0.0,0.0342,0.00611,0.0,0.255,0.54,174.08,193975.0,4.0
Tushar,4zztp85oS36ijgAWwyhX8,Royals,Lorde,0.6759999999999999,0.429,7.0,-9.582,1.0,0.136,0.11800000000000001,0.0,0.135,0.321,84.822,190185.0,4.0
Tushar,3U4isOIWM3VvDubwSI3y7,All of Me,John Legend,0.42200000000000004,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,269560.0,4.0
Tushar,3tCwjWLicbjsMCvXhN0WO,Rude,MAGIC!,0.743,0.807,1.0,-3.78,1.0,0.0364,0.0435,0.0,0.309,0.899,144.062,224773.0,4.0
Tushar,6MWtB6iiXyIwun0YzU6DF,Wow.,Post Malone,0.833,0.539,11.0,-7.399,0.0,0.17800000000000002,0.163,2.1000000000000002e-06,0.10099999999999999,0.385,99.947,149520.0,4.0
Tushar,3swc6WTsr7rl9DqQKQA55,Psycho (feat. Ty Dolla $ign),Post Malone,0.75,0.56,8.0,-8.094,1.0,0.105,0.546,0.0,0.111,0.45899999999999996,140.06,221440.0,4.0
Tushar,5lMgUPtlARalVIGxl0xE3,FOOLS,Troye Sivan,0.292,0.6779999999999999,10.0,-5.595,1.0,0.0724,0.192,0.0,0.146,0.365,87.436,220403.0,4.0
Tushar,23L5CiUhw2jV1OIMwthR3,In the Name of Love,Martin Garrix,0.501,0.519,4.0,-5.88,0.0,0.0409,0.109,0.0,0.45399999999999996,0.168,133.99,195707.0,4.0
Tushar,6nDKrPlXdpomGBgAlO7Ud,SOS,Avicii,0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.11900000000000001,0.376,100.001,157202.0,4.0
Tushar,5up5uXChMJLKyuop9HwtC,Shotgun (The Wild Remix),George Ezra,0.588,0.757,5.0,-2.415,1.0,0.0716,0.327,0.0,0.32299999999999995,0.836,122.81299999999999,191650.0,4.0
Tushar,2xkrujtSjZz7EKAYGbIIz,Blah Blah Blah,Armin van Buuren,0.612,0.963,5.0,-3.912,0.0,0.0531,0.00897,0.0037799999999999995,0.294,0.179,138.009,183519.0,4.0
Tushar,0DhkTGjEaIHaSxTfC14BF,Lullaby,R3HAB,0.626,0.8,1.0,-3.988,0.0,0.035,0.0267,0.000138,0.0623,0.258,127.96600000000001,160184.0,4.0
Tushar,0SA903LGHxe4ExdRY2SqV,Killer Queen,5 Seconds of Summer,0.262,0.789,10.0,-4.548,1.0,0.12300000000000001,0.004220000000000001,0.0,0.325,0.48700000000000004,171.00900000000001,199357.0,3.0
Tushar,5uCax9HTNlzGybIStD3vD,Say You Won't Let Go,James Arthur,0.358,0.557,10.0,-7.398,1.0,0.059000000000000004,0.695,0.0,0.0902,0.494,85.04299999999999,211467.0,4.0
Tushar,7iAqvWLgZzXvH38lA06QZ,I Want To Break Free,Queen,0.807,0.414,4.0,-8.902999999999999,1.0,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,223080.0,4.0
Tushar,3z8h0TU7ReDPLIbEnYhWZ,Bohemian Rhapsody,Queen,0.39,0.397,0.0,-9.963,0.0,0.0513,0.287,0.0,0.207,0.24600000000000002,144.031,354947.0,4.0
Tushar,1qlCjzyib3wt99XKcTeQk,Play It Cool,Steve Aoki,0.812,0.805,9.0,-3.83,0.0,0.243,0.00677,0.0,0.0833,0.568,119.958,169812.0,4.0
Tushar,3zkWCteF82vJwv0hRLba7,Stitches,Shawn Mendes,0.746,0.754,1.0,-6.684,1.0,0.0676,0.0152,0.0,0.0486,0.746,149.882,206880.0,4.0
Tushar,0HPD5WQqrq7wPWR7P7Dw1,TiK ToK,Kesha,0.755,0.8370000000000001,2.0,-2.718,0.0,0.142,0.0991,0.0,0.289,0.7140000000000001,120.02799999999999,199693.0,4.0
Tushar,1YYhDizHx7PnDhAhko6cD,"Take Me Home, Country Roads",John Denver,0.462,0.395,9.0,-9.376,1.0,0.0264,0.758,0.0,0.121,0.625,82.259,190160.0,4.0
Tushar,1XGmzt0PVuFgQYYnV2It7,Payphone,Maroon 5,0.743,0.752,4.0,-4.813,1.0,0.0414,0.0188,0.0,0.287,0.545,110.015,231173.0,4.0
Tushar,4mNGNMcsoMS6F9SGycmHW,Lonely,Akon,0.624,0.5720000000000001,5.0,-7.531000000000001,0.0,0.0352,0.322,0.0,0.314,0.57,90.06700000000001,235493.0,4.0
Tushar,01hju6ox1oszJljechxkJ,Brand New Day,Massari,0.794,0.872,1.0,-3.327,1.0,0.0334,0.0623,4.66e-06,0.047,0.608,128.011,201965.0,4.0
Tushar,4QNpBfC0zvjKqPJcyqBy9,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,0.6709999999999999,0.9390000000000001,8.0,-3.2060000000000004,1.0,0.161,0.192,0.0,0.298,0.529,129.023,252307.0,4.0
Tushar,2Foc5Q5nqNiosCNqttzHo,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.794,0.8109999999999999,6.0,-8.966000000000001,0.0,0.038,0.0426,1.07e-06,0.10099999999999999,0.862,116.04700000000001,248413.0,4.0
Tushar,2GgxS8bUT5G25QJTsfSv0,Burn,Ellie Goulding,0.5589999999999999,0.777,1.0,-5.031000000000001,1.0,0.0432,0.31,0.0,0.105,0.32899999999999996,87.016,231212.0,4.0
Tushar,7GJClzimvMSghjcrKxuf1,Budapest,George Ezra,0.7140000000000001,0.451,5.0,-8.267999999999999,1.0,0.0276,0.0883,0.0,0.10800000000000001,0.406,127.787,200720.0,4.0
Tushar,4L0I8YVCrlPCk80ksEPBm,"Boom Clap - From ""The Fault in Our Stars""",2 Joy,0.632,0.6729999999999999,9.0,-5.121,1.0,0.228,0.141,0.0,0.531,0.43700000000000006,184.237,169293.0,4.0
Tushar,1u8c2t2Cy7UBoG4ArRcF5,Blank Space,Taylor Swift,0.76,0.703,5.0,-5.412000000000001,1.0,0.054000000000000006,0.10300000000000001,0.0,0.0913,0.57,95.99700000000001,231827.0,4.0
Tushar,75PbbMMmHQwE93FYcS4PG,She Doesn't Mind,Sean Paul,0.7190000000000001,0.777,7.0,-5.225,0.0,0.0643,0.0005610000000000001,9.4e-06,0.20600000000000002,0.596,119.99700000000001,227787.0,4.0
Tushar,4fXGWiVhlOLdhwRDP6pIF,Lemon Tree,Fools Garden,0.6629999999999999,0.475,1.0,-8.834,1.0,0.0417,0.643,0.0,0.122,0.644,143.175,191027.0,4.0
Tushar,49eplIHvgCLY8HAgcaWrU,Fireball (feat. John Ryan),Pitbull,0.69,0.937,10.0,-5.393,1.0,0.0642,0.0894,0.00010400000000000001,0.0532,0.794,122.95100000000001,235012.0,4.0
Tushar,4rHZZAmHpZrA3iH5zx8fr,Mirrors,Justin Timberlake,0.574,0.512,5.0,-6.664,0.0,0.0503,0.23399999999999999,0.0,0.0946,0.512,76.899,484147.0,4.0
Tushar,75IN3CtuZwTHTnZvYM4qn,My Name Is,Eminem,0.8690000000000001,0.68,1.0,-6.233,1.0,0.318,0.0416,1.12e-06,0.0914,0.815,85.51899999999999,268400.0,4.0
Tushar,4OQfIweaFWNTT5NkJ04tx,Titanium,David Guetta,0.585,0.747,0.0,-4.968999999999999,0.0,0.106,0.0703,0.317,0.13,0.247,126.071,246027.0,4.0
Tushar,6YUTL4dYpB9xZO5qExPf0,Summer,Calvin Harris,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533.0,4.0
Tushar,34oFblvtTvOwbBbFks85x,Seasons,Olly Murs,0.633,0.8170000000000001,7.0,-4.495,0.0,0.0663,0.0754,0.0,0.256,0.584,91.96799999999999,217253.0,4.0
Tushar,7ElF5zxOwYP4qVSWVvse3,Break Your Heart,Taio Cruz,0.607,0.934,3.0,-4.217,1.0,0.0314,0.0327,0.0,0.0909,0.568,122.01,201547.0,4.0
Tushar,5prYtZySjRc5hidsYjeMm,Am I Wrong - Original,Nico,0.732,0.6729999999999999,5.0,-9.39,0.0,0.0394,0.182,0.47,0.39,0.631,124.009,271621.0,4.0
Tushar,0ug5NqcwcFR2xrfTkc7k8,Style,Taylor Swift,0.588,0.7909999999999999,7.0,-5.595,1.0,0.0402,0.00245,0.0025800000000000003,0.11800000000000001,0.48700000000000004,94.93299999999999,231000.0,4.0
Tushar,2KH16WveTQWT6KOG9Rg6e,Eye of the Tiger,Survivor,0.8170000000000001,0.599,0.0,-9.249,0.0,0.0328,0.132,0.00031099999999999997,0.0873,0.5479999999999999,108.87299999999999,245640.0,4.0
Tushar,5x6gLNAiAnDWxcLzUr0IR,The Night Is Young,The Summer Set,0.596,0.892,0.0,-3.167,1.0,0.0329,0.026000000000000002,0.0,0.1,0.381,111.01100000000001,225827.0,4.0
Tushar,3B7udSGy2PfgoCniMSb52,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,0.581,0.0549,10.0,-20.514,0.0,0.0397,0.5589999999999999,0.0,0.0718,0.23399999999999999,152.037,300840.0,4.0
Tushar,47NPaSCdEVqrO0GapAbK2,The A Team,Ed Sheeran,0.617,0.231,9.0,-12.814,1.0,0.040999999999999995,0.64,0.0,0.11199999999999999,0.39799999999999996,84.911,261027.0,4.0
Tushar,6XLww4MprrLCvWpVXD9K7,Photograph,Ed Sheeran,0.715,0.387,4.0,-10.53,1.0,0.0343,0.617,0.0008539999999999999,0.1,0.183,108.04,256293.0,4.0
Tushar,2jyjhRf6DVbMPU5zxagN2,Let Her Go,Passenger,0.509,0.5379999999999999,7.0,-7.335,1.0,0.0572,0.385,0.0,0.10400000000000001,0.244,75.089,252867.0,4.0
Tushar,3oEHQmhvFLiE7ZYES0ulz,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,0.428,0.276,4.0,-11.729000000000001,1.0,0.0312,0.732,5.33e-06,0.11699999999999999,0.0382,99.195,280000.0,1.0
Tushar,5d41vXH0zvpwUrHrmqKqD,Love,Imagine Dragons,0.6970000000000001,0.507,8.0,-6.178,1.0,0.04,0.0535,1.19e-06,0.0469,0.382,82.48299999999999,166360.0,4.0
Tushar,1uRBbjQ3uNFXCncWyNomH,Only,Imagine Dragons,0.691,0.8029999999999999,9.0,-5.029,1.0,0.0355,0.015,0.0,0.0862,0.424,104.99700000000001,180733.0,4.0
